doc_id,datetime,indicator,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source
84,11.22.25 09:30,controlFC,"Just finished reading The Guardians, a legal thriller by John Grisham—Highly recommend! <br> <br> It follows the story of Quincy Miller, a young man who was sentenced to life in prison for the murder of a local attorney — a crime he didn’t commit. <br> <br> He missed over two decades of his life, lost contact with the outside world, and carried the weight of a system that failed him. <br> <br> In the end, a small legal nonprofit uncovered the evidence that proved his innocence. He walked out alone into a world that had moved on without him.",https://i.imgur.com/DlLinSr.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,I,4,0,
85,11.22.25 09:30,controlLB,After the Distant Shore by Eleanor Gray is a historical fiction novel that follows the story of a woman whose husband went missing during an overseas conflict and was declared MIA. <br> <br> She never remarried. It wasn’t until her nineties that his remains were finally identified—bringing closure to a lifetime of waiting.,https://i.imgur.com/6EICYah.png,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,I,5,0,
86,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,I,6,0,
87,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,I,7,0,
88,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,I,8,0,
89,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,I,9,0,
90,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,I,10,0,
91,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,J,1,0,
92,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,J,2,0,
93,11.22.25 09:30,controlCH,"“Kubo and the Two Strings” is one of the most heartwarming movies you’ll ever see. Set in a magical world, it tells the story of a young boy with special powers who sets off on a journey to uncover his family’s past and reconnect with their memory. ❤️ I recommend watching it.",https://i.imgur.com/kAI6u5V.jpeg,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,J,3,0,
94,11.22.25 09:30,controlLB,After the Distant Shore by Eleanor Gray is a historical fiction novel that follows the story of a woman whose husband went missing during an overseas conflict and was declared MIA. <br> <br> She never remarried. It wasn’t until her nineties that his remains were finally identified—bringing closure to a lifetime of waiting.,https://i.imgur.com/6EICYah.png,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,J,4,0,
95,11.22.25 09:30,controlFC,"Just finished reading The Guardians, a legal thriller by John Grisham—Highly recommend! <br> <br> It follows the story of Quincy Miller, a young man who was sentenced to life in prison for the murder of a local attorney — a crime he didn’t commit. <br> <br> He missed over two decades of his life, lost contact with the outside world, and carried the weight of a system that failed him. <br> <br> In the end, a small legal nonprofit uncovered the evidence that proved his innocence. He walked out alone into a world that had moved on without him.",https://i.imgur.com/DlLinSr.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,J,5,0,
96,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,J,6,0,
97,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,J,7,0,
98,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,J,8,0,
99,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,J,9,0,
100,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,J,10,0,
101,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,K,1,0,
102,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,K,2,0,
103,11.22.25 09:30,controlLB,After the Distant Shore by Eleanor Gray is a historical fiction novel that follows the story of a woman whose husband went missing during an overseas conflict and was declared MIA. <br> <br> She never remarried. It wasn’t until her nineties that his remains were finally identified—bringing closure to a lifetime of waiting.,https://i.imgur.com/6EICYah.png,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,K,3,0,
104,11.22.25 09:30,controlCH,"“Kubo and the Two Strings” is one of the most heartwarming movies you’ll ever see. Set in a magical world, it tells the story of a young boy with special powers who sets off on a journey to uncover his family’s past and reconnect with their memory. ❤️ I recommend watching it.",https://i.imgur.com/kAI6u5V.jpeg,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,K,4,0,
105,11.22.25 09:30,controlFC,"Just finished reading The Guardians, a legal thriller by John Grisham—Highly recommend! <br> <br> It follows the story of Quincy Miller, a young man who was sentenced to life in prison for the murder of a local attorney — a crime he didn’t commit. <br> <br> He missed over two decades of his life, lost contact with the outside world, and carried the weight of a system that failed him. <br> <br> In the end, a small legal nonprofit uncovered the evidence that proved his innocence. He walked out alone into a world that had moved on without him.",https://i.imgur.com/DlLinSr.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,K,5,0,
106,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,K,6,0,
107,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,K,7,0,
108,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,K,8,0,
109,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,K,9,0,
110,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,K,10,0,
111,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,L,1,0,
112,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,L,2,0,
113,11.22.25 09:30,controlLB,After the Distant Shore by Eleanor Gray is a historical fiction novel that follows the story of a woman whose husband went missing during an overseas conflict and was declared MIA. <br> <br> She never remarried. It wasn’t until her nineties that his remains were finally identified—bringing closure to a lifetime of waiting.,https://i.imgur.com/6EICYah.png,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,L,3,0,
114,11.22.25 09:30,controlFC,"Just finished reading The Guardians, a legal thriller by John Grisham—Highly recommend! <br> <br> It follows the story of Quincy Miller, a young man who was sentenced to life in prison for the murder of a local attorney — a crime he didn’t commit. <br> <br> He missed over two decades of his life, lost contact with the outside world, and carried the weight of a system that failed him. <br> <br> In the end, a small legal nonprofit uncovered the evidence that proved his innocence. He walked out alone into a world that had moved on without him.",https://i.imgur.com/DlLinSr.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,L,4,0,
115,11.22.25 09:30,controlCH,"“Kubo and the Two Strings” is one of the most heartwarming movies you’ll ever see. Set in a magical world, it tells the story of a young boy with special powers who sets off on a journey to uncover his family’s past and reconnect with their memory. ❤️ I recommend watching it.",https://i.imgur.com/kAI6u5V.jpeg,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,L,5,0,
116,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,L,6,0,
117,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,L,7,0,
118,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,L,8,0,
119,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,L,9,0,
120,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,L,10,0,
